move_id;level;dice_count;flat_bonus
4;100;10;8
5;5;1;1
5;6;1;1
5;7;1;1
5;8;1;1
5;9;1;1
5;10;1;1
5;11;1;2
5;12;2;2
5;13;2;2
5;14;2;2
5;15;2;2
5;16;2;2
5;17;2;3
5;18;2;3
5;19;3;3
5;20;3;3
5;21;3;3
5;22;3;3
5;23;3;4
5;24;3;4
5;25;3;4
5;26;4;4
5;27;4;4
5;28;4;4
5;29;4;5
5;30;4;5
5;31;4;5
5;32;4;5
5;33;5;5
5;34;5;5
5;35;5;6
5;36;5;6
5;37;5;6
5;38;5;6
5;39;5;6
5;40;6;6
5;41;6;7
5;42;6;7
5;43;6;7
5;44;6;7
5;45;6;7
5;46;6;7
5;47;7;8
5;48;7;8
5;49;7;8
5;50;7;8
5;51;7;8
5;52;7;8
5;53;7;9
5;54;8;9
5;55;8;9
5;56;8;9
5;57;8;9
5;58;8;9
5;59;8;10
5;60;8;10
5;61;9;10
5;62;9;10
5;63;9;10
5;64;9;10
5;65;9;11
5;66;9;11
5;67;9;11
5;68;10;11
5;69;10;11
5;70;10;11
5;71;10;12
5;72;10;12
5;73;10;12
5;74;10;12
5;75;11;12
5;76;11;12
5;77;11;13
5;78;11;13
5;79;11;13
5;80;11;13
5;81;11;13
5;82;12;13
5;83;12;14
5;84;12;14
5;85;12;14
5;86;12;14
5;87;12;14
5;88;12;14
5;89;13;15
5;90;13;15
5;91;13;15
5;92;13;15
5;93;13;15
5;94;13;15
5;95;13;16
5;96;14;16
5;97;14;16
5;98;14;16
5;99;14;16
5;100;14;16
6;5;0;0
6;6;0;0
6;7;0;0
6;8;0;0
6;9;0;0
6;10;0;0
6;11;0;0
6;12;0;0
6;13;0;0
6;14;0;0
6;15;0;0
6;16;0;0
6;17;0;0
6;18;0;0
6;19;3;1
6;20;3;1
6;21;3;1
6;22;3;1
6;23;3;1
6;24;3;1
6;25;3;1
6;26;3;1
6;27;3;2
6;28;3;2
6;29;3;2
6;30;4;2
6;31;4;2
6;32;4;2
6;33;4;2
6;34;4;2
6;35;4;3
6;36;4;3
6;37;4;3
6;38;4;3
6;39;4;3
6;40;4;3
6;41;5;3
6;42;5;3
6;43;5;4
6;44;5;4
6;45;5;4
6;46;5;4
6;47;5;4
6;48;5;4
6;49;5;4
6;50;5;4
6;51;5;5
6;52;6;5
6;53;6;5
6;54;6;5
6;55;6;5
6;56;6;5
6;57;6;5
6;58;6;5
6;59;6;6
6;60;6;6
6;61;6;6
6;62;6;6
6;63;7;6
6;64;7;6
6;65;7;6
6;66;7;6
6;67;7;7
6;68;7;7
6;69;7;7
6;70;7;7
6;71;7;7
6;72;7;7
6;73;7;7
6;74;8;7
6;75;8;8
6;76;8;8
6;77;8;8
6;78;8;8
6;79;8;8
6;80;8;8
6;81;8;8
6;82;8;8
6;83;8;9
6;84;8;9
6;85;9;9
6;86;9;9
6;87;9;9
6;88;9;9
6;89;9;9
6;90;9;9
6;91;9;10
6;92;9;10
6;93;9;10
6;94;9;10
6;95;9;10
6;96;10;10
6;97;10;10
6;98;10;10
6;99;10;11
6;100;10;11
7;5;0;0
7;6;0;0
7;7;0;0
7;8;0;0
7;9;0;0
7;10;0;0
7;11;0;0
7;12;0;0
7;13;0;0
7;14;0;0
7;15;0;0
7;16;0;0
7;17;0;0
7;18;0;0
7;19;0;0
7;20;0;0
7;21;0;0
7;22;0;0
7;23;0;0
7;24;0;0
7;25;0;0
7;26;0;0
7;27;0;0
7;28;0;0
7;29;0;0
7;30;0;0
7;31;0;0
7;32;0;0
7;33;0;0
7;34;0;0
7;35;0;0
7;36;0;0
7;37;0;0
7;38;0;0
7;39;0;0
7;40;5;0
7;41;5;0
7;42;5;0
7;43;5;0
7;44;5;1
7;45;5;1
7;46;5;1
7;47;5;1
7;48;5;2
7;49;5;2
7;50;5;2
7;51;5;2
7;52;5;3
7;53;5;3
7;54;5;3
7;55;6;3
7;56;6;4
7;57;6;4
7;58;6;4
7;59;6;4
7;60;6;5
7;61;6;5
7;62;6;5
7;63;6;5
7;64;6;6
7;65;6;6
7;66;6;6
7;67;6;6
7;68;6;7
7;69;6;7
7;70;7;7
7;71;7;7
7;72;7;8
7;73;7;8
7;74;7;8
7;75;7;8
7;76;7;9
7;77;7;9
7;78;7;9
7;79;7;9
7;80;7;10
7;81;7;10
7;82;7;10
7;83;7;10
7;84;7;11
7;85;8;11
7;86;8;11
7;87;8;11
7;88;8;12
7;89;8;12
7;90;8;12
7;91;8;12
7;92;8;13
7;93;8;13
7;94;8;13
7;95;8;13
7;96;8;14
7;97;8;14
7;98;8;14
7;99;8;14
7;100;9;15
8;5;1;1
8;6;1;1
8;7;1;1
8;8;1;1
8;9;1;2
8;10;1;2
8;11;1;2
8;12;2;2
8;13;2;3
8;14;2;3
8;15;2;3
8;16;2;3
8;17;2;4
8;18;2;4
8;19;3;4
8;20;3;4
8;21;3;5
8;22;3;5
8;23;3;5
8;24;3;5
8;25;3;6
8;26;4;6
8;27;4;6
8;28;4;6
8;29;4;7
8;30;4;7
8;31;4;7
8;32;4;7
8;33;5;8
8;34;5;8
8;35;5;8
8;36;5;8
8;37;5;9
8;38;5;9
8;39;5;9
8;40;6;9
8;41;6;10
8;42;6;10
8;43;6;10
8;44;6;10
8;45;6;11
8;46;6;11
8;47;7;11
8;48;7;11
8;49;7;12
8;50;7;12
8;51;7;12
8;52;7;12
8;53;7;13
8;54;8;13
8;55;8;13
8;56;8;13
8;57;8;14
8;58;8;14
8;59;8;14
8;60;8;14
8;61;9;15
8;62;9;15
8;63;9;15
8;64;9;15
8;65;9;16
8;66;9;16
8;67;9;16
8;68;10;16
8;69;10;17
8;70;10;17
8;71;10;17
8;72;10;17
8;73;10;18
8;74;10;18
8;75;11;18
8;76;11;18
8;77;11;19
8;78;11;19
8;79;11;19
8;80;11;19
8;81;11;20
8;82;12;20
8;83;12;20
8;84;12;20
8;85;12;21
8;86;12;21
8;87;12;21
8;88;12;21
8;89;13;22
8;90;13;22
8;91;13;22
8;92;13;22
8;93;13;23
8;94;13;23
8;95;13;23
8;96;14;23
8;97;14;24
8;98;14;24
8;99;14;24
8;100;14;24
9;5;0;0
9;6;0;0
9;7;0;0
9;8;0;0
9;9;0;0
9;10;0;0
9;11;0;0
9;12;0;0
9;13;0;0
9;14;0;0
9;15;0;0
9;16;0;0
9;17;0;0
9;18;0;0
9;19;4;2
9;20;4;2
9;21;4;2
9;22;4;3
9;23;4;3
9;24;4;3
9;25;4;4
9;26;4;4
9;27;4;4
9;28;4;5
9;29;4;5
9;30;5;5
9;31;5;6
9;32;5;6
9;33;5;6
9;34;5;7
9;35;5;7
9;36;5;7
9;37;5;8
9;38;5;8
9;39;5;8
9;40;5;9
9;41;6;9
9;42;6;9
9;43;6;10
9;44;6;10
9;45;6;10
9;46;6;11
9;47;6;11
9;48;6;11
9;49;6;12
9;50;6;12
9;51;6;12
9;52;7;13
9;53;7;13
9;54;7;13
9;55;7;14
9;56;7;14
9;57;7;14
9;58;7;15
9;59;7;15
9;60;7;15
9;61;7;16
9;62;7;16
9;63;8;16
9;64;8;17
9;65;8;17
9;66;8;17
9;67;8;18
9;68;8;18
9;69;8;18
9;70;8;19
9;71;8;19
9;72;8;19
9;73;8;20
9;74;9;20
9;75;9;20
9;76;9;21
9;77;9;21
9;78;9;21
9;79;9;22
9;80;9;22
9;81;9;22
9;82;9;23
9;83;9;23
9;84;9;23
9;85;10;24
9;86;10;24
9;87;10;24
9;88;10;25
9;89;10;25
9;90;10;25
9;91;10;26
9;92;10;26
9;93;10;26
9;94;10;27
9;95;10;27
9;96;11;27
9;97;11;28
9;98;11;28
9;99;11;28
9;100;11;29
10;5;0;0
10;6;0;0
10;7;0;0
10;8;0;0
10;9;0;0
10;10;0;0
10;11;0;0
10;12;0;0
10;13;0;0
10;14;0;0
10;15;0;0
10;16;0;0
10;17;0;0
10;18;0;0
10;19;0;0
10;20;0;0
10;21;0;0
10;22;0;0
10;23;0;0
10;24;0;0
10;25;0;0
10;26;0;0
10;27;0;0
10;28;0;0
10;29;0;0
10;30;0;0
10;31;0;0
10;32;0;0
10;33;0;0
10;34;0;0
10;35;0;0
10;36;0;0
10;37;0;0
10;38;0;0
10;39;0;0
10;40;6;3
10;41;6;3
10;42;6;4
10;43;6;4
10;44;6;5
10;45;6;5
10;46;6;6
10;47;6;6
10;48;6;7
10;49;6;7
10;50;6;8
10;51;6;8
10;52;6;9
10;53;6;9
10;54;6;10
10;55;7;10
10;56;7;11
10;57;7;11
10;58;7;12
10;59;7;12
10;60;7;13
10;61;7;13
10;62;7;14
10;63;7;14
10;64;7;15
10;65;7;15
10;66;7;16
10;67;7;16
10;68;7;17
10;69;7;17
10;70;8;18
10;71;8;18
10;72;8;19
10;73;8;19
10;74;8;20
10;75;8;20
10;76;8;21
10;77;8;21
10;78;8;22
10;79;8;22
10;80;8;23
10;81;8;23
10;82;8;24
10;83;8;24
10;84;8;25
10;85;9;25
10;86;9;26
10;87;9;26
10;88;9;27
10;89;9;27
10;90;9;28
10;91;9;28
10;92;9;29
10;93;9;29
10;94;9;30
10;95;9;30
10;96;9;31
10;97;9;31
10;98;9;32
10;99;9;32
10;100;10;33
11;5;1;1
11;6;1;1
11;7;1;1
11;8;1;1
11;9;1;1
11;10;1;2
11;11;1;2
11;12;2;2
11;13;2;2
11;14;2;2
11;15;2;3
11;16;2;3
11;17;2;3
11;18;2;3
11;19;3;3
11;20;3;4
11;21;3;4
11;22;3;4
11;23;3;4
11;24;3;4
11;25;3;5
11;26;4;5
11;27;4;5
11;28;4;5
11;29;4;5
11;30;4;6
11;31;4;6
11;32;4;6
11;33;5;6
11;34;5;6
11;35;5;7
11;36;5;7
11;37;5;7
11;38;5;7
11;39;5;7
11;40;6;8
11;41;6;8
11;42;6;8
11;43;6;8
11;44;6;8
11;45;6;9
11;46;6;9
11;47;7;9
11;48;7;9
11;49;7;9
11;50;7;10
11;51;7;10
11;52;7;10
11;53;7;10
11;54;8;10
11;55;8;11
11;56;8;11
11;57;8;11
11;58;8;11
11;59;8;11
11;60;8;12
11;61;9;12
11;62;9;12
11;63;9;12
11;64;9;12
11;65;9;13
11;66;9;13
11;67;9;13
11;68;10;13
11;69;10;13
11;70;10;14
11;71;10;14
11;72;10;14
11;73;10;14
11;74;10;14
11;75;11;15
11;76;11;15
11;77;11;15
11;78;11;15
11;79;11;15
11;80;11;16
11;81;11;16
11;82;12;16
11;83;12;16
11;84;12;16
11;85;12;17
11;86;12;17
11;87;12;17
11;88;12;17
11;89;13;17
11;90;13;18
11;91;13;18
11;92;13;18
11;93;13;18
11;94;13;18
11;95;13;19
11;96;14;19
11;97;14;19
11;98;14;19
11;99;14;19
11;100;14;20
12;5;3;0
12;6;3;0
12;7;3;0
12;8;3;0
12;9;3;0
12;10;3;0
12;11;3;0
12;12;3;0
12;13;3;0
12;14;3;0
12;15;3;0
12;16;3;0
12;17;3;0
12;18;3;0
12;19;3;0
12;20;3;0
12;21;3;0
12;22;3;0
12;23;3;0
12;24;3;0
12;25;3;0
12;26;3;1
12;27;3;1
12;28;3;1
12;29;3;1
12;30;3;1
12;31;3;1
12;32;3;1
12;33;3;2
12;34;3;2
12;35;3;2
12;36;3;2
12;37;3;2
12;38;3;2
12;39;3;2
12;40;3;3
12;41;3;3
12;42;3;3
12;43;3;3
12;44;3;3
12;45;3;3
12;46;3;3
12;47;3;4
12;48;3;4
12;49;3;4
12;50;3;4
12;51;3;4
12;52;3;4
12;53;3;4
12;54;3;5
12;55;3;5
12;56;3;5
12;57;3;5
12;58;3;5
12;59;3;5
12;60;3;5
12;61;3;6
12;62;3;6
12;63;3;6
12;64;3;6
12;65;3;6
12;66;3;6
12;67;3;6
12;68;3;7
12;69;3;7
12;70;3;7
12;71;3;7
12;72;3;7
12;73;3;7
12;74;3;7
12;75;3;8
12;76;3;8
12;77;3;8
12;78;3;8
12;79;3;8
12;80;3;8
12;81;3;8
12;82;3;9
12;83;3;9
12;84;3;9
12;85;3;9
12;86;3;9
12;87;3;9
12;88;3;9
12;89;3;10
12;90;3;10
12;91;3;10
12;92;3;10
12;93;3;10
12;94;3;10
12;95;3;10
12;96;3;11
12;97;3;11
12;98;3;11
12;99;3;11
12;100;3;11
13;5;0;0
13;6;0;0
13;7;0;0
13;8;0;0
13;9;0;0
13;10;0;0
13;11;0;0
13;12;0;0
13;13;0;0
13;14;0;0
13;15;0;0
13;16;0;0
13;17;0;0
13;18;0;0
13;19;0;0
13;20;0;0
13;21;0;0
13;22;0;0
13;23;0;0
13;24;0;0
13;25;0;0
13;26;0;0
13;27;0;0
13;28;0;0
13;29;0;0
13;30;0;0
13;31;0;0
13;32;0;0
13;33;0;0
13;34;0;0
13;35;0;0
13;36;0;0
13;37;0;0
13;38;0;0
13;39;0;0
13;40;4;1
13;41;4;1
13;42;4;1
13;43;4;1
13;44;4;1
13;45;4;1
13;46;4;2
13;47;4;2
13;48;4;2
13;49;4;2
13;50;4;2
13;51;4;2
13;52;4;3
13;53;4;3
13;54;4;3
13;55;4;3
13;56;4;3
13;57;4;3
13;58;4;4
13;59;4;4
13;60;4;4
13;61;5;4
13;62;5;4
13;63;5;4
13;64;5;5
13;65;5;5
13;66;5;5
13;67;5;5
13;68;5;5
13;69;5;5
13;70;5;6
13;71;5;6
13;72;5;6
13;73;5;6
13;74;5;6
13;75;5;6
13;76;5;7
13;77;5;7
13;78;5;7
13;79;5;7
13;80;5;7
13;81;5;7
13;82;6;8
13;83;6;8
13;84;6;8
13;85;6;8
13;86;6;8
13;87;6;8
13;88;6;9
13;89;6;9
13;90;6;9
13;91;6;9
13;92;6;9
13;93;6;9
13;94;6;10
13;95;6;10
13;96;6;10
13;97;6;10
13;98;6;10
13;99;6;10
13;100;6;11
14;5;1;1
14;6;1;1
14;7;1;1
14;8;1;1
14;9;1;1
14;10;1;1
14;11;1;1
14;12;2;1
14;13;2;2
14;14;2;2
14;15;2;2
14;16;2;2
14;17;2;2
14;18;2;2
14;19;3;2
14;20;3;2
14;21;3;3
14;22;3;3
14;23;3;3
14;24;3;3
14;25;3;3
14;26;4;3
14;27;4;3
14;28;4;3
14;29;4;4
14;30;4;4
14;31;4;4
14;32;4;4
14;33;5;4
14;34;5;4
14;35;5;4
14;36;5;4
14;37;5;5
14;38;5;5
14;39;5;5
14;40;6;5
14;41;6;5
14;42;6;5
14;43;6;5
14;44;6;5
14;45;6;6
14;46;6;6
14;47;7;6
14;48;7;6
14;49;7;6
14;50;7;6
14;51;7;6
14;52;7;6
14;53;7;7
14;54;8;7
14;55;8;7
14;56;8;7
14;57;8;7
14;58;8;7
14;59;8;7
14;60;8;7
14;61;9;8
14;62;9;8
14;63;9;8
14;64;9;8
14;65;9;8
14;66;9;8
14;67;9;8
14;68;10;8
14;69;10;9
14;70;10;9
14;71;10;9
14;72;10;9
14;73;10;9
14;74;10;9
14;75;11;9
14;76;11;9
14;77;11;10
14;78;11;10
14;79;11;10
14;80;11;10
14;81;11;10
14;82;12;10
14;83;12;10
14;84;12;10
14;85;12;11
14;86;12;11
14;87;12;11
14;88;12;11
14;89;13;11
14;90;13;11
14;91;13;11
14;92;13;11
14;93;13;12
14;94;13;12
14;95;13;12
14;96;14;12
14;97;14;12
14;98;14;12
14;99;14;12
14;100;14;12
15;5;0;0
15;6;0;0
15;7;0;0
15;8;0;0
15;9;0;0
15;10;0;0
15;11;0;0
15;12;0;0
15;13;0;0
15;14;0;0
15;15;0;0
15;16;0;0
15;17;0;0
15;18;0;0
15;19;0;0
15;20;0;0
15;21;0;0
15;22;0;0
15;23;0;0
15;24;0;0
15;25;0;0
15;26;4;0
15;27;4;0
15;28;4;0
15;29;4;0
15;30;4;0
15;31;4;0
15;32;4;0
15;33;4;1
15;34;4;1
15;35;4;1
15;36;4;1
15;37;4;1
15;38;4;1
15;39;4;1
15;40;4;2
15;41;4;2
15;42;4;2
15;43;4;2
15;44;5;2
15;45;5;2
15;46;5;2
15;47;5;3
15;48;5;3
15;49;5;3
15;50;5;3
15;51;5;3
15;52;5;3
15;53;5;3
15;54;5;4
15;55;5;4
15;56;5;4
15;57;5;4
15;58;5;4
15;59;5;4
15;60;5;4
15;61;5;5
15;62;6;5
15;63;6;5
15;64;6;5
15;65;6;5
15;66;6;5
15;67;6;5
15;68;6;6
15;69;6;6
15;70;6;6
15;71;6;6
15;72;6;6
15;73;6;6
15;74;6;6
15;75;6;7
15;76;6;7
15;77;6;7
15;78;6;7
15;79;6;7
15;80;7;7
15;81;7;7
15;82;7;8
15;83;7;8
15;84;7;8
15;85;7;8
15;86;7;8
15;87;7;8
15;88;7;8
15;89;7;9
15;90;7;9
15;91;7;9
15;92;7;9
15;93;7;9
15;94;7;9
15;95;7;9
15;96;7;10
15;97;7;10
15;98;8;10
15;99;8;10
15;100;8;10
16;5;1;1
16;6;1;1
16;7;1;1
16;8;1;1
16;9;1;1
16;10;1;1
16;11;1;1
16;12;2;1
16;13;2;2
16;14;2;2
16;15;2;2
16;16;2;2
16;17;2;2
16;18;2;2
16;19;3;2
16;20;3;2
16;21;3;3
16;22;3;3
16;23;3;3
16;24;3;3
16;25;3;3
16;26;4;3
16;27;4;3
16;28;4;3
16;29;4;4
16;30;4;4
16;31;4;4
16;32;4;4
16;33;5;4
16;34;5;4
16;35;5;4
16;36;5;4
16;37;5;5
16;38;5;5
16;39;5;5
16;40;6;5
16;41;6;5
16;42;6;5
16;43;6;5
16;44;6;5
16;45;6;6
16;46;6;6
16;47;7;6
16;48;7;6
16;49;7;6
16;50;7;6
16;51;7;6
16;52;7;6
16;53;7;7
16;54;8;7
16;55;8;7
16;56;8;7
16;57;8;7
16;58;8;7
16;59;8;7
16;60;8;7
16;61;9;8
16;62;9;8
16;63;9;8
16;64;9;8
16;65;9;8
16;66;9;8
16;67;9;8
16;68;10;8
16;69;10;9
16;70;10;9
16;71;10;9
16;72;10;9
16;73;10;9
16;74;10;9
16;75;11;9
16;76;11;9
16;77;11;10
16;78;11;10
16;79;11;10
16;80;11;10
16;81;11;10
16;82;12;10
16;83;12;10
16;84;12;10
16;85;12;11
16;86;12;11
16;87;12;11
16;88;12;11
16;89;13;11
16;90;13;11
16;91;13;11
16;92;13;11
16;93;13;12
16;94;13;12
16;95;13;12
16;96;14;12
16;97;14;12
16;98;14;12
16;99;14;12
16;100;14;12
17;5;0;0
17;6;0;0
17;7;0;0
17;8;0;0
17;9;0;0
17;10;0;0
17;11;0;0
17;12;0;0
17;13;0;0
17;14;0;0
17;15;0;0
17;16;0;0
17;17;0;0
17;18;0;0
17;19;0;0
17;20;0;0
17;21;0;0
17;22;0;0
17;23;0;0
17;24;0;0
17;25;0;0
17;26;4;0
17;27;4;0
17;28;4;0
17;29;4;0
17;30;4;0
17;31;4;0
17;32;4;0
17;33;4;1
17;34;4;1
17;35;4;1
17;36;4;1
17;37;4;1
17;38;4;1
17;39;4;1
17;40;4;2
17;41;4;2
17;42;4;2
17;43;4;2
17;44;5;2
17;45;5;2
17;46;5;2
17;47;5;3
17;48;5;3
17;49;5;3
17;50;5;3
17;51;5;3
17;52;5;3
17;53;5;3
17;54;5;4
17;55;5;4
17;56;5;4
17;57;5;4
17;58;5;4
17;59;5;4
17;60;5;4
17;61;5;5
17;62;6;5
17;63;6;5
17;64;6;5
17;65;6;5
17;66;6;5
17;67;6;5
17;68;6;6
17;69;6;6
17;70;6;6
17;71;6;6
17;72;6;6
17;73;6;6
17;74;6;6
17;75;6;7
17;76;6;7
17;77;6;7
17;78;6;7
17;79;6;7
17;80;7;7
17;81;7;7
17;82;7;8
17;83;7;8
17;84;7;8
17;85;7;8
17;86;7;8
17;87;7;8
17;88;7;8
17;89;7;9
17;90;7;9
17;91;7;9
17;92;7;9
17;93;7;9
17;94;7;9
17;95;7;9
17;96;7;10
17;97;7;10
17;98;8;10
17;99;8;10
17;100;8;10
18;5;1;1
18;6;1;1
18;7;1;1
18;8;1;1
18;9;1;2
18;10;1;2
18;11;1;2
18;12;2;2
18;13;2;3
18;14;2;3
18;15;2;3
18;16;2;3
18;17;2;4
18;18;2;4
18;19;3;4
18;20;3;4
18;21;3;5
18;22;3;5
18;23;3;5
18;24;3;5
18;25;3;6
18;26;4;6
18;27;4;6
18;28;4;6
18;29;4;7
18;30;4;7
18;31;4;7
18;32;4;7
18;33;5;8
18;34;5;8
18;35;5;8
18;36;5;8
18;37;5;9
18;38;5;9
18;39;5;9
18;40;6;9
18;41;6;10
18;42;6;10
18;43;6;10
18;44;6;10
18;45;6;11
18;46;6;11
18;47;7;11
18;48;7;11
18;49;7;12
18;50;7;12
18;51;7;12
18;52;7;12
18;53;7;13
18;54;8;13
18;55;8;13
18;56;8;13
18;57;8;14
18;58;8;14
18;59;8;14
18;60;8;14
18;61;9;15
18;62;9;15
18;63;9;15
18;64;9;15
18;65;9;16
18;66;9;16
18;67;9;16
18;68;10;16
18;69;10;17
18;70;10;17
18;71;10;17
18;72;10;17
18;73;10;18
18;74;10;18
18;75;11;18
18;76;11;18
18;77;11;19
18;78;11;19
18;79;11;19
18;80;11;19
18;81;11;20
18;82;12;20
18;83;12;20
18;84;12;20
18;85;12;21
18;86;12;21
18;87;12;21
18;88;12;21
18;89;13;22
18;90;13;22
18;91;13;22
18;92;13;22
18;93;13;23
18;94;13;23
18;95;13;23
18;96;14;23
18;97;14;24
18;98;14;24
18;99;14;24
18;100;14;24
19;5;0;0
19;6;0;0
19;7;0;0
19;8;0;0
19;9;0;0
19;10;0;0
19;11;0;0
19;12;0;0
19;13;0;0
19;14;0;0
19;15;0;0
19;16;0;0
19;17;0;0
19;18;0;0
19;19;0;0
19;20;0;0
19;21;0;0
